GeneSymbol,Description,NormalizedCounts m01 ,NormalizedCounts m02,NormalizedCounts m03,NormalizedCounts m04,NormalizedCounts m05,NormalizedCounts m06,NormalizedCounts m07,NormalizedCounts m08,NormalizedCounts m09,NormalizedCounts m10,NormalizedCounts v01,NormalizedCounts v02,NormalizedCounts v03,NormalizedCounts v04,NormalizedCounts v05,NormalizedCounts v06,NormalizedCounts v07,NormalizedCounts v08,NormalizedCounts v09,NormalizedCounts v10
TCF3,transcription factor 3,739.79,775.94,770.59,769.49,818.66,768.69,792.93,740.38,751.33,882.27,570.69,795.41,734.67,909.60,875.07,739.80,690.66,752.15,718.59,834.03
TCF4,transcription factor 4,5.89,31.12,27.91,7.67,13.61,13.96,7.36,32.70,36.93,56.15,1.72,27.67,30.04,0.00,20.37,9.28,9.74,31.49,38.07,52.02
TCF7,transcription factor 7,8680.00,6204.26,9052.67,5606.76,6065.10,6018.88,3604.99,7508.95,5900.92,6092.75,8246.61,6583.71,9711.79,7153.85,6557.00,5993.74,4280.34,7956.87,6198.42,9117.13
TCF7L1,transcription factor 7 like 1,8.84,18.24,16.20,5.48,30.80,26.92,21.25,35.03,29.55,17.28,14.61,18.16,31.41,19.46,38.89,18.55,29.77,43.54,35.69,26.01
TCF7L2,transcription factor 7 like 2,11.79,15.03,24.31,16.44,30.80,17.95,0.82,19.85,5.28,5.40,15.47,11.24,34.14,23.56,19.45,18.55,5.41,31.49,16.66,29.48
TCFL5,transcription factor like 5,124.77,143.81,123.33,117.29,121.76,107.68,89.92,135.46,87.59,118.79,104.86,152.16,103.78,113.70,146.31,103.20,116.91,130.61,111.83,114.44
TCHH,trichohyalin,0.00,1.07,0.00,0.00,7.16,0.00,0.82,0.00,1.06,2.16,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.93,1.19,3.47
TCHHL1,trichohyalin like 1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.17,0.00,1.08,0.00,0.00,0.00,0.00,0.00,1.16,0.00,0.00,0.00,1.73
TCHP,trichoplein keratin filament binding,513.82,469.00,463.62,545.88,552.22,464.60,497.83,562.88,506.52,496.75,507.95,446.12,457.46,568.50,610.23,519.48,494.72,563.19,529.42,485.51
TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",2221.33,1878.13,1560.99,1829.46,2206.73,2342.95,2519.41,2043.65,2374.30,2114.43,2186.49,1735.20,1522.59,2437.88,2330.74,1939.93,1989.70,1820.17,2363.97,1486.00
TCL1A,T cell leukemia/lymphoma 1A,0.00,1.07,0.00,0.00,4.30,0.00,3.27,8.17,7.39,9.72,0.00,0.86,0.00,0.00,3.70,1.16,1.62,5.56,5.95,1.73
TCL1B,T cell leukemia/lymphoma 1B,0.98,2.15,0.00,0.00,0.00,1.00,0.00,0.00,2.11,0.00,3.44,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00,1.73
TCN1,transcobalamin 1,0.00,1.07,0.00,0.00,0.00,0.00,0.82,1.17,1.06,1.08,0.86,1.73,1.37,3.07,0.93,1.16,1.08,2.78,0.00,0.00
TCN2,transcobalamin 2,1.96,3.22,9.90,14.25,10.03,13.96,4.90,1.17,4.22,10.80,0.86,3.46,5.46,8.19,5.56,3.48,5.41,9.26,7.14,3.47
TCOF1,treacle ribosome biogenesis factor 1,1046.32,1159.07,1017.25,1011.74,1152.43,1010.96,1001.39,1138.60,1080.57,1306.67,1070.04,1181.87,1095.17,1164.65,1238.06,984.46,954.25,1130.08,1180.20,1149.61
TCP1,t-complex 1,1239.86,1267.47,1150.49,1329.62,1267.74,1280.15,1518.02,1365.16,1368.65,1545.32,1348.51,1403.20,1066.49,1071.44,1269.54,1335.81,1426.78,1332.94,1427.66,1066.38
TCP10L,t-complex 10 like,1.96,7.51,8.10,1.10,5.01,1.99,4.90,0.00,0.00,1.08,1.72,7.78,5.46,4.10,2.78,1.16,7.58,4.63,2.38,1.73
TCP10L2,t-complex 10 like 2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,1.02,0.00,0.00,0.00,0.00,0.00,0.00
TCP11,t-complex 11,4.91,1.07,0.90,0.00,0.00,0.00,0.00,1.17,0.00,0.00,1.72,0.86,2.73,0.00,1.85,0.00,0.00,0.93,0.00,0.00
TCP11L1,t-complex 11 like 1,233.82,261.86,211.55,263.07,271.45,249.25,174.94,199.69,255.37,187.90,218.31,191.07,274.48,286.81,274.10,286.41,212.72,234.35,268.88,189.00
TCP11L2,t-complex 11 like 2,598.32,722.27,922.73,648.92,600.21,591.22,515.82,741.55,655.31,652.25,614.52,718.46,1115.65,703.71,632.46,651.67,629.49,723.44,615.08,913.79
TCTA,T cell leukemia translocation altered,242.67,229.67,250.26,224.71,219.17,221.33,326.17,245.24,240.60,261.33,220.88,234.30,185.71,272.47,267.61,230.75,265.22,213.05,273.63,223.68
TCTE1,t-complex-associated-testis-expressed 1,8.84,16.10,11.70,2.19,7.88,2.99,0.82,4.67,0.00,6.48,12.89,16.43,15.02,12.29,15.74,8.12,1.62,8.34,9.52,12.14
TCTE3,t-complex-associated-testis-expressed 3,2.95,12.88,18.00,4.38,10.03,3.99,5.72,9.34,8.44,10.80,12.03,10.37,19.12,17.41,7.41,8.12,6.50,12.04,2.38,20.81
TCTEX1D2,Tctex1 domain containing 2,32.42,37.56,25.21,23.02,27.93,39.88,45.78,25.69,25.33,36.72,17.19,26.80,30.04,28.68,19.45,40.58,56.29,33.35,29.74,17.34
TCTEX1D4,Tctex1 domain containing 4,59.93,199.62,114.33,53.71,104.57,86.74,54.77,49.05,75.98,46.44,39.54,191.07,105.15,72.73,59.26,53.34,48.17,40.76,58.30,58.95
TCTN1,tectonic family member 1,48.14,38.64,81.92,24.12,47.27,32.90,58.04,53.72,54.87,69.11,57.58,51.01,69.64,28.68,55.56,46.38,56.29,92.63,39.26,60.69
TCTN2,tectonic family member 2,112.00,96.59,72.02,133.73,95.98,93.72,69.48,155.32,137.18,119.87,92.82,111.53,83.30,96.29,102.79,107.84,74.69,116.71,128.49,109.24
TCTN3,tectonic family member 3,492.21,184.59,386.20,420.92,358.12,304.08,350.69,388.88,539.23,665.21,483.88,182.42,364.60,391.29,369.47,373.38,348.58,314.94,418.78,423.08
TDG,thymine DNA glycosylase,512.84,486.17,435.71,408.86,401.81,465.60,511.73,472.96,486.47,474.07,526.86,453.04,465.65,408.70,428.74,449.91,539.10,454.81,459.23,397.08
TDO2,"tryptophan 2,3-dioxygenase",1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.85,1.19,3.47
TDP1,tyrosyl-DNA phosphodiesterase 1,675.93,609.59,628.36,653.30,618.11,649.05,727.54,583.90,669.02,663.05,719.38,650.16,577.63,581.81,683.39,713.13,713.39,590.05,615.08,561.80
TDP2,tyrosyl-DNA phosphodiesterase 2,372.35,357.38,389.80,385.84,466.99,468.59,474.94,402.89,414.71,409.28,458.10,358.80,344.12,365.68,412.07,434.83,521.24,371.44,471.13,397.08
TDRD10,tudor domain containing 10,0.00,0.00,2.70,0.00,0.72,0.00,0.00,0.00,1.06,3.24,0.86,0.00,0.00,0.00,0.93,0.00,0.00,0.00,4.76,0.00
TDRD12,tudor domain containing 12,0.00,0.00,4.50,2.19,0.72,2.99,0.00,0.00,4.22,2.16,1.72,0.86,0.00,0.00,1.85,10.44,0.54,0.00,4.76,1.73
TDRD3,tudor domain containing 3,424.42,420.70,459.11,460.38,434.76,471.58,371.13,353.84,442.15,377.96,452.08,472.92,523.01,449.68,399.11,483.53,447.63,446.47,437.82,443.89
TDRD6,tudor domain containing 6,3.93,5.37,1.80,0.00,0.72,1.99,0.82,3.50,4.22,1.08,1.72,6.92,1.37,0.00,0.93,1.16,0.54,3.71,4.76,0.00
TDRD7,tudor domain containing 7,257.40,305.87,271.87,294.86,300.82,292.12,249.32,295.45,312.35,253.77,306.83,286.17,275.84,264.27,307.43,275.97,207.31,279.74,314.08,246.22
TDRD9,tudor domain containing 9,13.75,15.03,6.30,9.87,9.31,1.99,7.36,24.52,39.04,2.16,17.19,8.65,1.37,5.12,3.70,5.80,5.41,25.01,44.02,3.47
TDRKH,tudor and KH domain containing,161.12,151.32,184.55,191.82,230.63,201.39,258.32,235.90,227.93,223.54,160.72,149.57,218.49,202.82,191.68,201.76,232.74,252.88,240.32,208.07
TDRP,testis development related protein,9.82,20.39,15.30,15.35,5.01,5.98,4.09,8.17,7.39,14.04,13.75,14.70,28.68,14.34,12.96,9.28,7.58,11.12,5.95,48.55
TEAD1,TEA domain transcription factor 1,2.95,6.44,5.40,6.58,5.01,5.98,1.63,0.00,2.11,4.32,2.58,4.32,1.37,2.05,3.70,5.80,0.54,1.85,1.19,3.47
TEAD2,TEA domain transcription factor 2,13.75,11.81,14.40,6.58,15.76,14.95,14.71,9.34,21.10,19.44,21.49,2.59,28.68,8.19,27.78,9.28,29.77,23.16,15.47,26.01
TEAD3,TEA domain transcription factor 3,27.51,27.90,18.00,26.31,16.47,19.94,13.08,16.35,25.33,39.96,24.92,25.07,20.48,14.34,27.78,17.39,17.86,23.16,16.66,22.54
TEAD4,TEA domain transcription factor 4,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00
TEC,tec protein tyrosine kinase,101.19,122.35,80.12,77.83,76.64,71.78,41.69,81.75,89.70,51.83,124.62,114.99,106.51,101.41,113.90,84.65,72.53,118.57,89.23,128.31
TECPR1,tectonin beta-propeller repeat containing 1,1919.72,1844.86,2022.81,1405.25,1771.26,1513.44,1635.73,1657.11,1616.63,1849.85,1697.45,1823.38,2173.95,1737.25,1872.37,1463.36,1592.41,1926.69,1729.85,2000.98
TECPR2,tectonin beta-propeller repeat containing 2,310.46,246.84,292.57,315.69,363.13,293.12,336.79,303.63,333.46,265.65,255.26,268.02,331.83,343.15,328.73,279.45,311.23,317.72,342.64,320.78
TECR,"trans-2,3-enoyl-CoA reductase",646.46,638.56,595.95,676.32,663.24,724.82,705.47,674.99,727.06,680.33,595.61,702.90,634.98,777.46,698.20,608.77,588.36,711.39,738.81,650.23
TECRL,"trans-2,3-enoyl-CoA reductase like",0.00,0.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73
TECTA,tectorin alpha,11.79,18.24,23.41,26.31,5.73,12.96,20.44,11.68,23.22,16.20,20.63,24.21,25.95,24.58,19.45,18.55,21.65,25.94,19.04,31.21
TEDDM1,transmembrane epididymal protein 1,5.89,10.73,18.00,8.77,17.91,6.98,3.27,18.68,6.33,4.32,9.45,14.70,16.39,15.36,16.67,12.76,4.33,7.41,15.47,20.81
TEF,"TEF, PAR bZIP transcription factor",118.88,141.66,131.43,198.40,206.28,129.61,143.87,175.17,102.36,155.50,109.15,143.52,140.65,227.40,237.06,127.55,128.28,144.50,122.54,159.52
TEFM,"transcription elongation factor, mitochondrial",80.56,84.78,92.72,111.81,98.12,112.66,104.63,95.76,115.02,87.47,106.57,95.10,87.40,96.29,92.60,111.32,107.71,100.97,89.23,95.37
TEK,TEK receptor tyrosine kinase,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.19,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00
TEKT1,tektin 1,0.00,0.00,0.90,0.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,0.86,1.37,0.00,0.00,1.16,0.00,0.00,0.00,0.00
TEKT2,tektin 2,0.98,2.15,0.90,0.00,0.72,0.00,0.00,0.00,0.00,1.08,1.72,1.73,1.37,3.07,0.00,1.16,0.00,3.71,1.19,1.73
TEKT3,tektin 3,3.93,2.15,2.70,1.10,3.58,0.00,0.00,4.67,5.28,0.00,0.86,8.65,2.73,1.02,0.00,1.16,5.41,0.93,0.00,0.00
TEKT4,tektin 4,0.00,0.00,0.00,0.00,0.72,0.00,0.82,0.00,4.22,0.00,0.00,4.32,0.00,1.02,0.00,3.48,0.00,0.00,1.19,0.00
TEKT5,tektin 5,0.00,0.00,0.90,0.00,0.00,1.00,0.00,1.17,0.00,1.08,0.00,0.00,4.10,0.00,0.00,2.32,0.00,0.93,0.00,0.00
TELO2,telomere maintenance 2,454.88,375.63,421.31,369.40,403.96,406.78,400.55,434.42,393.61,415.76,423.72,391.65,406.93,523.43,502.82,401.21,329.09,369.59,444.95,383.20
TEN1,"TEN1, CST complex subunit",137.54,101.96,86.42,63.58,94.54,113.66,104.63,108.61,110.80,138.23,131.50,112.39,65.55,131.11,85.19,97.40,77.40,111.16,115.40,76.29
TENC1,NA,134.60,181.37,151.24,135.92,142.53,154.53,130.79,190.35,116.08,115.55,167.60,195.39,174.79,217.16,186.13,147.26,117.45,183.41,133.25,136.98
TENM1,teneurin transmembrane protein 1,923.51,822.08,1490.77,1156.43,818.66,791.62,512.55,992.63,627.87,735.41,1013.32,914.72,1924.06,996.66,822.29,991.42,636.53,1143.05,605.57,1411.44
TENM3,teneurin transmembrane protein 3,0.00,0.00,0.00,0.00,0.72,0.00,2.45,0.00,0.00,0.00,0.00,1.73,1.37,0.00,0.93,1.16,0.00,1.85,0.00,1.73
TENM4,teneurin transmembrane protein 4,0.00,1.07,0.90,0.00,2.15,1.00,0.82,3.50,0.00,0.00,0.86,0.86,2.73,1.02,0.93,0.00,1.62,2.78,0.00,1.73
TEP1,telomerase associated protein 1,1488.42,1102.19,1528.58,1217.81,1543.49,1675.95,1930.02,1335.96,1606.08,1306.67,1506.65,1053.91,1511.66,1308.06,1485.30,1464.52,1713.65,1279.21,1739.36,1270.99
TEPP,"testis, prostate and placenta expressed",4.91,5.37,6.30,6.58,2.86,2.99,5.72,4.67,2.11,2.16,2.58,6.05,1.37,18.44,9.26,6.96,1.62,9.26,3.57,8.67
TERF1,telomeric repeat binding factor 1,269.19,285.48,382.60,325.55,320.87,281.15,260.77,325.82,293.36,288.33,324.02,331.13,355.04,256.08,314.84,316.56,359.94,300.12,281.96,351.99
TERF2,telomeric repeat binding factor 2,300.63,328.40,342.09,391.32,331.62,350.94,311.45,307.13,329.24,267.81,316.28,278.39,360.50,291.93,304.65,340.91,274.96,299.19,312.90,372.80
TERF2IP,TERF2 interacting protein,1167.16,1077.51,1056.86,1155.33,1391.65,1321.02,1440.36,1320.78,1446.74,1333.67,1069.18,1166.31,875.32,1270.16,1339.92,1305.66,1334.22,1349.61,1393.16,1097.59
TERT,telomerase reverse transcriptase,7.86,5.37,27.91,7.67,11.46,5.98,18.80,5.84,4.22,11.88,6.88,13.83,17.75,15.36,9.26,15.07,8.66,7.41,7.14,8.67
TES,testin LIM domain protein,1326.32,1146.19,1254.91,1075.31,1090.83,1107.66,1140.35,1164.30,1278.95,1221.36,1404.37,1239.80,1011.87,989.49,1149.16,1132.88,1235.17,1152.31,1324.15,1101.06
TESC,tescalcin,31.44,19.32,19.80,7.67,38.68,61.81,83.38,45.54,37.99,62.63,37.82,9.51,10.92,30.73,43.52,46.38,53.04,28.72,35.69,8.67
TESK1,testis-specific kinase 1,246.60,326.26,243.96,310.21,428.31,371.88,322.08,325.82,364.06,332.61,240.65,336.32,230.78,415.87,436.15,338.59,312.85,315.87,391.42,246.22
TESK2,testis-specific kinase 2,171.93,244.69,199.85,173.19,171.90,159.52,150.41,186.85,155.12,194.38,192.52,278.39,222.58,209.99,161.12,149.58,154.26,188.04,176.08,230.62
TESPA1,"thymocyte expressed, positive selection associated 1",2201.68,2600.40,3185.00,3345.42,2637.19,2183.43,3367.11,3092.33,2770.01,3497.77,2213.14,2368.93,3340.13,3154.90,2703.92,2429.27,3341.24,3403.21,2575.73,3672.51
TET1,tet methylcytosine dioxygenase 1,197.47,155.62,226.86,177.57,180.49,183.45,185.56,220.71,138.24,221.38,223.46,185.88,255.36,157.75,174.09,177.41,252.23,188.96,174.89,286.10
TET2,tet methylcytosine dioxygenase 2,854.74,887.55,779.60,928.43,800.04,932.19,859.97,732.21,901.18,958.94,909.32,804.92,774.27,747.75,670.42,818.65,957.50,849.41,885.15,1210.30
TET3,tet methylcytosine dioxygenase 3,1412.77,1400.55,1551.99,1381.14,1141.68,1224.31,1172.24,1302.10,1103.78,1714.87,1266.00,1473.23,1600.42,1464.78,1044.53,1288.26,1268.73,1501.52,1124.28,2035.66
TEX10,testis expressed 10,497.12,440.02,608.55,470.24,495.64,452.64,441.43,483.47,450.59,532.39,526.00,506.64,718.28,450.70,437.07,521.80,539.64,512.24,517.53,631.16
TEX101,testis expressed 101,0.98,0.00,0.90,0.00,0.00,2.99,0.00,0.00,1.06,5.40,0.86,0.86,4.10,1.02,0.00,0.00,2.71,2.78,0.00,3.47
TEX11,testis expressed 11,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.00,1.08,0.00,0.00,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TEX12,testis expressed 12,0.98,6.44,18.00,2.19,7.88,3.99,4.09,1.17,1.06,4.32,1.72,10.37,6.83,9.22,2.78,1.16,3.25,0.93,5.95,12.14
TEX13B,testis expressed 13B,0.00,0.00,1.80,1.10,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TEX14,"testis expressed 14, intercellular bridge forming factor",21.61,40.78,26.11,18.63,31.51,13.96,9.81,11.68,21.10,16.20,13.75,37.18,21.85,24.58,29.63,22.03,4.87,4.63,19.04,17.34
TEX15,"testis expressed 15, meiosis and synapsis associated",0.00,0.00,0.00,0.00,1.43,0.00,0.00,1.17,3.17,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00
TEX2,testis expressed 2,479.44,385.28,420.41,381.46,380.32,365.90,309.00,352.68,453.75,408.20,415.98,424.50,456.09,385.14,364.84,355.98,354.53,373.30,386.66,395.34
TEX22,testis expressed 22,34.39,64.39,51.31,43.85,45.12,39.88,34.33,39.71,27.44,16.20,32.66,44.09,46.43,33.80,34.26,31.31,34.64,30.57,15.47,31.21
TEX261,testis expressed 261,550.18,502.27,566.24,555.74,598.77,594.21,622.09,505.66,664.80,515.11,473.57,615.58,512.08,601.28,619.49,527.60,609.47,522.43,615.08,549.66
TEX264,testis expressed 264,500.07,486.17,373.59,425.30,483.46,508.47,580.40,439.09,500.19,450.31,437.47,466.00,357.77,503.97,563.01,431.35,502.30,483.53,504.44,329.45
TEX29,testis expressed 29,3.93,9.66,7.20,8.77,5.01,5.98,5.72,7.01,6.33,3.24,9.45,4.32,15.02,5.12,3.70,3.48,4.33,4.63,1.19,20.81
TEX30,testis expressed 30,99.23,100.88,65.72,92.08,60.88,87.74,107.09,73.57,90.75,103.67,85.95,87.32,53.26,78.87,90.75,67.25,97.97,65.77,73.76,65.89
TEX38,testis expressed 38,5.89,3.22,10.80,4.38,2.86,2.99,3.27,8.17,5.28,10.80,4.30,8.65,9.56,4.10,8.33,6.96,5.41,5.56,3.57,10.40
TEX43,testis expressed 43,0.00,0.00,0.90,2.19,1.43,1.00,1.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.85,0.00,0.00
TEX9,testis expressed 9,2.95,6.44,8.10,1.10,4.30,4.98,4.90,3.50,2.11,6.48,0.86,1.73,4.10,0.00,1.85,4.64,5.41,4.63,4.76,8.67
TF,transferrin,2.95,2.15,2.70,2.19,2.15,1.99,2.45,0.00,2.11,5.40,0.00,5.19,0.00,5.12,0.00,3.48,2.17,2.78,1.19,3.47
TFAM,"transcription factor A, mitochondrial",613.05,594.56,557.24,529.44,451.23,500.49,475.76,543.03,500.19,566.94,545.76,591.37,538.03,413.83,525.04,542.67,581.32,527.99,491.35,671.04
TFAP2A,transcription factor AP-2 alpha,0.00,2.15,0.00,0.00,0.72,0.00,0.00,0.00,0.00,1.08,0.00,0.00,1.37,0.00,1.85,0.00,1.62,0.93,1.19,0.00
TFAP2C,transcription factor AP-2 gamma,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.00,0.00,1.73
TFAP2E,transcription factor AP-2 epsilon,53.05,63.32,36.91,42.75,73.77,51.84,44.96,57.22,40.10,58.31,52.43,52.74,71.01,61.46,46.30,63.78,42.22,69.47,66.62,58.95
TFAP4,transcription factor AP-4,213.19,173.86,166.54,172.09,176.19,162.51,143.06,209.04,156.18,195.46,179.63,191.07,152.94,215.11,212.05,162.34,150.47,229.72,211.77,150.85
TFB1M,"transcription factor B1, mitochondrial",177.82,133.08,189.95,138.11,176.91,153.54,199.46,154.15,173.06,173.86,183.07,137.47,189.81,164.92,152.79,198.28,199.19,169.51,179.65,175.13
TFB2M,"transcription factor B2, mitochondrial",94.32,133.08,120.63,120.58,118.18,102.69,125.89,147.14,150.90,160.90,107.43,102.88,110.61,99.36,88.90,100.88,142.89,106.52,121.35,166.46
TFCP2,transcription factor CP2,549.19,489.39,597.75,537.11,388.20,503.48,419.36,482.30,468.53,499.99,483.02,523.07,618.59,426.12,365.77,503.25,495.80,414.05,453.28,703.99
TFCP2L1,transcription factor CP2 like 1,0.00,6.44,0.00,2.19,0.72,0.00,1.63,0.00,3.17,0.00,0.00,5.19,0.00,3.07,0.93,1.16,0.00,0.00,1.19,0.00
TFDP1,transcription factor Dp-1,563.93,521.58,444.71,583.15,580.87,661.01,826.45,555.87,555.06,703.01,550.06,515.28,408.30,523.43,541.71,571.66,723.67,438.14,485.40,509.78
TFDP2,transcription factor Dp-2,233.82,268.30,315.98,292.67,265.72,233.30,273.03,255.75,263.81,328.29,299.96,300.87,285.40,257.10,200.94,289.89,280.92,297.34,273.63,343.32
TFE3,transcription factor binding to IGHM enhancer 3,534.46,431.43,388.90,416.53,471.28,543.36,509.28,434.42,483.30,403.88,431.45,483.30,380.99,464.02,425.96,419.76,460.08,382.56,418.78,306.91
TFEB,transcription factor EB,134.60,127.71,88.22,117.29,128.21,134.59,98.91,86.42,111.86,77.75,111.73,102.02,60.08,132.14,152.79,106.68,83.36,81.51,136.82,71.09
TFEC,transcription factor EC,0.98,1.07,0.00,3.29,1.43,1.00,2.45,4.67,8.44,2.16,0.86,2.59,0.00,8.19,9.26,3.48,1.62,2.78,4.76,1.73
TFG,TRK-fused gene,563.93,466.85,319.58,496.55,441.20,485.54,474.94,409.90,423.15,497.83,557.80,451.31,327.73,466.07,450.96,490.49,432.47,430.73,415.21,490.71
TFIP11,tuftelin interacting protein 11,794.81,942.28,803.00,747.57,906.04,997.99,897.57,864.17,855.80,881.19,838.84,967.46,777.00,899.35,965.82,905.61,875.77,883.68,894.67,662.37
TFPI,tissue factor pathway inhibitor,0.00,0.00,0.90,1.10,0.00,1.00,0.82,0.00,0.00,0.00,0.00,0.86,0.00,3.07,1.85,3.48,2.71,0.00,0.00,0.00
TFPI2,tissue factor pathway inhibitor 2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.17,4.32,0.00,0.00,0.00,0.00,0.00,0.00,1.08,0.00,0.00,0.00
TFPT,TCF3 fusion partner,145.40,202.84,109.83,103.04,132.50,173.48,206.82,134.30,167.78,164.14,104.00,137.47,96.95,199.74,149.09,141.47,147.22,149.13,184.41,110.97
TFR2,transferrin receptor 2,22.60,50.44,47.71,40.56,55.87,62.81,53.13,51.38,50.65,35.64,36.10,27.67,35.50,49.17,51.86,47.54,31.93,32.42,41.64,29.48
TFRC,transferrin receptor,2155.51,2143.21,1512.38,2332.59,1890.15,2292.10,2953.48,1880.16,3128.79,4378.96,2087.65,2033.47,1130.67,1547.75,1536.23,2259.97,2493.62,1374.62,2287.82,2268.01
TG,thyroglobulin,90.39,35.42,138.63,95.36,88.81,57.83,78.48,45.54,42.21,122.03,76.49,44.96,150.21,108.58,86.12,78.85,73.07,57.43,33.31,171.66
TGDS,"TDP-glucose 4,6-dehydratase",199.44,186.74,227.76,236.77,151.84,189.43,186.38,177.51,166.73,144.71,232.06,174.64,189.81,132.14,160.20,237.71,205.68,196.37,199.87,180.33
TGFA,transforming growth factor alpha,33.40,61.17,41.41,43.85,29.37,35.89,23.71,30.36,20.05,10.80,48.13,101.15,42.33,25.61,45.37,54.50,17.32,49.09,28.55,22.54
TGFB1,transforming growth factor beta 1,903.86,921.89,687.77,972.28,1315.01,1327.00,1156.70,1000.80,1216.69,1019.42,791.57,968.32,633.61,1125.73,1263.06,1023.89,997.01,1057.83,1171.87,979.68
TGFB1I1,transforming growth factor beta 1 induced transcript 1,18.67,13.95,7.20,5.48,20.05,12.96,12.26,19.85,6.33,7.56,18.91,10.37,13.66,5.12,16.67,10.44,8.12,13.89,5.95,20.81
TGFB2,transforming growth factor beta 2,0.00,0.00,0.90,2.19,0.72,0.00,4.09,2.34,2.11,6.48,0.86,0.86,0.00,3.07,0.93,2.32,0.00,0.93,1.19,8.67
TGFB3,transforming growth factor beta 3,56.98,68.69,74.72,69.06,27.93,58.82,53.95,52.55,56.98,41.04,58.44,91.64,103.78,57.36,59.26,51.02,47.63,91.70,69.00,55.49
TGFBI,transforming growth factor beta induced,17.68,28.98,11.70,31.79,35.10,21.93,25.34,35.03,49.60,10.80,22.35,19.89,20.48,33.80,30.56,26.67,28.15,39.83,55.92,12.14
TGFBR1,transforming growth factor beta receptor 1,755.51,602.07,1012.75,688.38,875.96,869.38,498.65,760.24,921.23,685.73,816.50,678.69,1067.86,621.76,873.22,974.03,705.81,762.34,902.99,788.95
TGFBR2,transforming growth factor beta receptor 2,4057.54,2568.21,4251.76,2216.40,2649.36,2992.99,1956.18,3126.20,3061.26,2504.27,3840.11,2875.57,4201.79,2489.10,2870.60,2897.73,2112.02,3264.26,3018.31,3187.01
TGFBR3,transforming growth factor beta receptor 3,526.60,593.49,423.11,507.51,896.73,759.71,526.44,373.70,684.85,342.33,522.56,560.24,386.45,575.67,799.14,677.18,560.75,396.45,680.52,312.11
TGFBR3L,transforming growth factor beta receptor 3 like,11.79,13.95,1.80,5.48,10.74,7.98,10.63,4.67,3.17,11.88,5.16,7.78,8.19,10.24,7.41,2.32,5.41,12.97,2.38,3.47
TGFBRAP1,transforming growth factor beta receptor associated protein 1,781.05,793.11,857.01,806.76,687.59,789.62,672.77,788.26,738.67,672.77,765.79,796.27,787.92,804.09,697.28,700.37,637.61,759.56,761.42,856.57
TGIF1,TGFB induced factor homeobox 1,377.26,505.48,438.41,329.94,494.92,437.68,431.62,439.09,408.38,431.96,418.56,583.59,477.94,417.92,546.34,409.32,393.50,472.41,467.56,447.36
TGIF2,TGFB induced factor homeobox 2,576.70,474.36,530.23,584.24,428.31,438.68,532.17,532.52,472.75,457.87,538.03,466.00,536.66,542.89,443.55,506.73,511.50,511.31,485.40,492.44
TGIF2-C20orf24,TGIF2-C20orf24 readthrough,0.98,3.22,0.00,0.00,0.72,0.00,0.00,2.34,0.00,2.16,0.00,1.73,5.46,1.02,1.85,0.00,1.08,1.85,0.00,0.00
TGM1,transglutaminase 1,37.33,78.34,29.71,51.52,56.58,33.90,29.43,38.54,33.77,38.88,52.43,65.71,34.14,43.02,62.04,22.03,22.19,30.57,22.60,39.88
TGM2,transglutaminase 2,2.95,9.66,3.60,16.44,2.86,11.96,13.08,9.34,7.39,9.72,6.02,9.51,0.00,17.41,11.11,20.87,36.26,9.26,11.90,5.20
TGM3,transglutaminase 3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00
TGM4,transglutaminase 4,17.68,31.12,21.61,18.63,16.47,20.94,26.98,32.70,26.38,24.84,23.21,20.75,32.77,18.44,26.85,38.27,29.23,42.61,28.55,69.36
